Year,Month,Match,Player Name,Club Name,country Name,Position,Jersey_No,Nationality,apperances,goals scored,goals assist,total shots,shots on target,fouls made,goals saved,goals conceded(stopped),total penalty,successful penalty,salary
2011,June,Club,Fletcher,Atheletico Bilbao,NA,CAM,28,England,8,6,3,68,38,9,10,11,3,1,7000.20
2011,July,Club,Fletcher,Atheletico Bilbao,NA,CAM,28,England,8,9,8,66,34,2,25,25,6,4,7000.20
2011,August,Club,Fletcher,Atheletico Bilbao,NA,CAM,28,England,8,9,8,74,30,9,17,29,6,6,7000.20
2011,September,Club,Fletcher,Atheletico Bilbao,NA,CAM,28,England,8,11,3,70,34,10,26,18,9,2,7000.20
2011,October,Club,Fletcher,Atheletico Bilbao,NA,CAM,28,England,8,8,3,78,35,0,17,13,6,1,7000.20
2011,November,Club,Fletcher,Atheletico Bilbao,NA,CAM,28,England,8,13,8,78,47,6,21,15,10,5,7000.20
2011,December,Club,Fletcher,Atheletico Bilbao,NA,CAM,28,England,8,5,4,53,37,9,25,23,2,2,7000.20
2012,January,Club,Fletcher,Malaga FC,NA,CAM,28,England,8,8,5,57,35,0,25,17,9,4,8420.20
2012,February,Club,Fletcher,Malaga FC,NA,CAM,28,England,8,5,5,57,49,3,18,28,6,1,8420.20
2012,March,Club,Fletcher,Malaga FC,NA,CAM,28,England,8,5,7,65,34,4,30,18,9,1,8420.20
2012,April,Club,Fletcher,Malaga FC,NA,CAM,28,England,8,6,7,75,41,8,22,11,4,2,8420.20
2012,May,Club,Fletcher,Malaga FC,NA,CAM,28,England,8,10,7,73,33,8,13,18,9,6,8420.20
2012,June,Club,Fletcher,Malaga FC,NA,CAM,28,England,8,8,4,72,44,3,22,30,8,4,8420.20
2012,July,Club,Fletcher,Malaga FC,NA,CAM,28,England,8,6,5,65,45,8,25,25,7,2,8420.20
2012,August,Club,Fletcher,Malaga FC,NA,CAM,28,England,8,7,7,67,41,2,10,13,5,3,8420.20
2012,September,Club,Fletcher,Malaga FC,NA,CAM,28,England,8,4,3,71,37,3,24,20,1,0,8420.20
2012,October,Club,Fletcher,Malaga FC,NA,CAM,28,England,8,6,4,59,33,9,12,20,5,2,8420.20
2012,November,Club,Fletcher,Malaga FC,NA,CAM,28,England,8,5,8,71,42,7,27,25,5,1,8420.20
2012,December,Club,Fletcher,Malaga FC,NA,CAM,28,England,8,6,4,54,40,4,29,29,3,2,8420.20
2010,January,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,9,8,67,46,8,12,29,4,2,2615.60
2010,February,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,7,6,78,48,13,13,27,0,0,2615.60
2010,March,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,7,1,61,47,8,26,18,0,0,2615.60
2010,April,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,7,8,60,41,7,26,21,0,0,2615.60
2010,May,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,7,1,63,31,12,10,10,0,0,2615.60
2010,June,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,7,5,56,44,7,11,20,0,0,2615.60
2010,July,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,7,8,65,40,6,21,21,0,0,2615.60
2010,August,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,7,5,58,32,9,24,12,0,0,2615.60
2010,September,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,9,2,64,37,5,15,12,3,2,2615.60
2010,October,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,7,1,74,37,5,18,21,0,0,2615.60
2010,November,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,7,5,68,43,6,28,21,0,0,2615.60
2010,December,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,7,1,53,44,12,29,20,0,0,2615.60
2011,January,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,7,4,51,44,8,27,28,4,3,1500.00
2011,February,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,6,3,78,37,6,22,28,5,4,1500.00
2011,March,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,5,8,59,45,0,15,23,4,3,1500.00
2011,April,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,3,8,76,34,7,29,21,3,1,1500.00
2011,May,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,2,6,61,44,7,26,18,1,0,1500.00
2011,June,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,4,7,64,40,10,18,12,4,2,1500.00
2011,July,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,3,6,54,43,5,15,24,2,1,1500.00
2011,August,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,6,3,51,33,1,19,23,5,4,1500.00
2011,September,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,5,1,69,48,9,10,22,5,3,1500.00
2011,October,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,2,8,65,36,2,10,14,2,0,1500.00
2011,November,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,3,8,80,35,9,10,30,2,1,1500.00
2011,December,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,5,8,68,46,4,16,29,5,3,1500.00
2012,January,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,6,4,52,44,8,23,15,8,4,2345.60
2012,February,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,3,1,61,33,8,29,21,2,1,2345.60
2012,March,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,4,4,54,31,8,17,11,2,2,2345.60
2012,April,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,6,6,50,48,6,21,11,7,4,2345.60
2012,May,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,4,8,76,41,9,17,18,4,2,2345.60
2012,June,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,4,7,74,35,8,17,22,2,2,2345.60
2012,July,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,4,6,77,40,7,29,24,2,2,2345.60
2012,August,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,5,8,64,44,7,24,17,4,3,2345.60
2012,September,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,4,8,67,33,2,18,30,2,2,2345.60
2012,October,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,5,7,73,45,6,28,12,6,3,2345.60
2012,November,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,5,8,61,49,6,10,21,9,3,2345.60
2012,December,International,Forrest Bradford,NA,Italy,LB,97,Italy,8,6,4,78,43,9,11,18,7,4,2345.60
2010,January,Club,Forrest Bradford,Aston Villa,NA,LB,97,Italy,8,4,5,71,37,4,10,19,4,4,1500.00
2010,February,Club,Forrest Bradford,Aston Villa,NA,LB,97,Italy,8,2,5,75,49,10,17,17,3,3,1500.00
2010,March,Club,Forrest Bradford,Aston Villa,NA,LB,97,Italy,8,8,7,51,39,4,28,17,1,1,1500.00
2010,April,Club,Forrest Bradford,Aston Villa,NA,LB,97,Italy,8,6,5,50,43,1,16,19,0,0,1500.00
2010,May,Club,Forrest Bradford,Aston Villa,NA,LB,97,Italy,8,5,2,65,34,10,17,19,1,1,1500.00
2010,June,Club,Forrest Bradford,Aston Villa,NA,LB,97,Italy,8,0,7,55,33,3,27,10,0,0,1500.00
2010,July,Club,Forrest Bradford,Aston Villa,NA,LB,97,Italy,8,1,3,62,45,4,24,25,4,1,1500.00
2010,August,Club,Forrest Bradford,Aston Villa,NA,LB,97,Italy,8,4,1,62,45,9,15,12,9,8,1500.00
2010,September,Club,Forrest Bradford,Aston Villa,NA,LB,97,Italy,8,0,5,51,36,6,20,20,8,8,1500.00
2010,October,Club,Forrest Bradford,Aston Villa,NA,LB,97,Italy,8,0,7,60,46,6,18,26,10,9,1500.00
2010,November,Club,Forrest Bradford,Aston Villa,NA,LB,97,Italy,8,0,4,65,44,9,10,12,4,4,1500.00
2010,December,Club,Forrest Bradford,Aston Villa,NA,LB,97,Italy,8,0,8,56,33,6,24,11,7,7,1500.00
2011,January,Club,Forrest Bradford,Aston Villa,NA,LB,97,Italy,8,8,6,63,44,3,25,15,4,1,2345.60
2011,February,Club,Forrest Bradford,Aston Villa,NA,LB,97,Italy,8,8,1,56,50,3,18,10,3,1,2345.60
2011,March,Club,Forrest Bradford,Aston Villa,NA,LB,97,Italy,8,11,8,68,48,3,22,11,8,8,2345.60
2011,April,Club,Forrest Bradford,Aston Villa,NA,LB,97,Italy,8,15,6,74,35,6,20,16,10,10,2345.60
2011,May,Club,Forrest Bradford,Aston Villa,NA,LB,97,Italy,8,9,6,63,42,3,17,20,5,1,2345.60
2011,June,Club,Forrest Bradford,Aston Villa,NA,LB,97,Italy,8,19,7,57,46,4,16,18,8,3,2345.60
2011,July,Club,Forrest Bradford,Aston Villa,NA,LB,97,Italy,8,12,1,76,45,6,17,12,10,9,2345.60
2011,August,Club,Forrest Bradford,Aston Villa,NA,LB,97,Italy,8,9,1,59,38,4,17,29,5,2,2345.60
2011,September,Club,Forrest Bradford,Aston Villa,NA,LB,97,Italy,8,7,3,55,37,2,26,14,6,5,2345.60
2011,October,Club,Forrest Bradford,Aston Villa,NA,LB,97,Italy,8,6,7,50,43,10,12,20,4,2,2345.60
2011,November,Club,Forrest Bradford,Aston Villa,NA,LB,97,Italy,8,12,3,53,44,2,22,18,9,8,2345.60
2011,December,Club,Forrest Bradford,Aston Villa,NA,LB,97,Italy,8,12,4,71,50,6,16,20,9,4,2345.60
2012,January,Club,Forrest Bradford,VFL Wolfsburg,NA,LB,97,Italy,8,6,8,67,50,8,17,15,5,2,2615.60
2012,February,Club,Forrest Bradford,VFL Wolfsburg,NA,LB,97,Italy,8,6,6,65,42,4,30,11,2,2,2615.60
2012,March,Club,Forrest Bradford,VFL Wolfsburg,NA,LB,97,Italy,8,6,7,66,37,6,21,18,6,2,2615.60
2012,April,Club,Forrest Bradford,VFL Wolfsburg,NA,LB,97,Italy,8,5,5,55,42,1,21,19,6,1,2615.60
2012,May,Club,Forrest Bradford,VFL Wolfsburg,NA,LB,97,Italy,8,6,4,60,43,9,24,19,2,2,2615.60
2012,June,Club,Forrest Bradford,VFL Wolfsburg,NA,LB,97,Italy,8,12,1,62,42,4,16,12,10,8,2615.60
2012,July,Club,Forrest Bradford,VFL Wolfsburg,NA,LB,97,Italy,8,7,5,76,44,7,12,27,4,3,2615.60
2012,August,Club,Forrest Bradford,VFL Wolfsburg,NA,LB,97,Italy,8,6,8,65,30,6,16,14,2,2,2615.60
2012,September,Club,Forrest Bradford,VFL Wolfsburg,NA,LB,97,Italy,8,6,2,68,30,1,27,23,7,2,2615.60
2012,October,Club,Forrest Bradford,VFL Wolfsburg,NA,LB,97,Italy,8,6,1,79,34,1,24,12,4,2,2615.60
2012,November,Club,Forrest Bradford,VFL Wolfsburg,NA,LB,97,Italy,8,8,3,79,37,5,30,12,8,4,2615.60
2012,December,Club,Forrest Bradford,VFL Wolfsburg,NA,LB,97,Italy,8,7,6,56,45,8,26,24,7,3,2615.60
2010,January,International,Francesco,NA,Germany,F,55,Germany,8,7,6,52,32,4,18,11,0,0,3136.62
2010,February,International,Francesco,NA,Germany,F,55,Germany,8,7,5,54,34,12,17,19,0,0,3136.62
2010,March,International,Francesco,NA,Germany,F,55,Germany,8,7,3,75,33,6,28,21,0,0,3136.62
2010,April,International,Francesco,NA,Germany,F,55,Germany,8,7,1,51,45,6,13,16,0,0,3136.62
2010,May,International,Francesco,NA,Germany,F,55,Germany,8,7,6,64,43,4,23,25,0,0,3136.62
2010,June,International,Francesco,NA,Germany,F,55,Germany,8,7,5,54,34,22,22,14,0,0,3136.62
2010,July,International,Francesco,NA,Germany,F,55,Germany,8,7,3,56,32,12,22,13,0,0,3136.62
2010,August,International,Francesco,NA,Germany,F,55,Germany,8,9,2,53,37,10,24,13,3,2,3136.62
2010,September,International,Francesco,NA,Germany,F,55,Germany,8,7,1,73,36,7,15,22,0,0,3136.62
2010,October,International,Francesco,NA,Germany,F,55,Germany,8,7,2,68,49,9,18,20,0,0,3136.62
2010,November,International,Francesco,NA,Germany,F,55,Germany,8,7,4,77,37,14,11,28,0,0,3136.62
2010,December,International,Francesco,NA,Germany,F,55,Germany,8,7,7,66,49,9,11,27,0,0,3136.62
2011,January,International,Francesco,NA,Germany,F,55,Germany,8,5,1,78,44,0,24,29,2,0,6360.00
2011,February,International,Francesco,NA,Germany,F,55,Germany,8,3,4,51,30,10,19,27,5,1,6360.00
2011,March,International,Francesco,NA,Germany,F,55,Germany,8,4,6,79,38,1,21,13,5,2,6360.00
2011,April,International,Francesco,NA,Germany,F,55,Germany,8,4,5,50,43,7,19,19,3,2,6360.00
2011,May,International,Francesco,NA,Germany,F,55,Germany,8,2,8,52,48,4,30,30,5,0,6360.00
2011,June,International,Francesco,NA,Germany,F,55,Germany,8,4,8,68,40,6,12,26,4,2,6360.00
2011,July,International,Francesco,NA,Germany,F,55,Germany,8,3,7,70,43,9,12,30,2,1,6360.00
2011,August,International,Francesco,NA,Germany,F,55,Germany,8,4,4,70,46,1,21,26,5,2,6360.00
2011,September,International,Francesco,NA,Germany,F,55,Germany,8,3,7,50,43,8,11,26,2,1,6360.00
2011,October,International,Francesco,NA,Germany,F,55,Germany,8,3,6,61,35,2,30,19,3,1,6360.00
2011,November,International,Francesco,NA,Germany,F,55,Germany,8,2,1,63,30,2,26,11,1,0,6360.00
2011,December,International,Francesco,NA,Germany,F,55,Germany,8,2,2,63,35,9,19,22,1,0,6360.00
2012,January,International,Francesco,NA,Germany,F,55,Germany,8,6,1,72,49,0,10,10,6,4,5399.62
2012,February,International,Francesco,NA,Germany,F,55,Germany,8,4,4,72,48,2,23,13,3,2,5399.62
2012,March,International,Francesco,NA,Germany,F,55,Germany,8,3,6,62,43,1,14,25,3,1,5399.62
2012,April,International,Francesco,NA,Germany,F,55,Germany,8,7,6,52,42,1,19,14,9,5,5399.62
2012,May,International,Francesco,NA,Germany,F,55,Germany,8,3,3,61,38,3,23,22,4,1,5399.62
2012,June,International,Francesco,NA,Germany,F,55,Germany,8,2,1,53,36,4,23,17,2,0,5399.62
2012,July,International,Francesco,NA,Germany,F,55,Germany,8,5,1,77,38,10,13,12,6,3,5399.62
2012,August,International,Francesco,NA,Germany,F,55,Germany,8,5,1,53,37,9,10,12,6,3,5399.62
2012,September,International,Francesco,NA,Germany,F,55,Germany,8,5,2,77,47,4,12,30,5,3,5399.62
2012,October,International,Francesco,NA,Germany,F,55,Germany,8,7,6,65,43,0,20,16,9,5,5399.62
2012,November,International,Francesco,NA,Germany,F,55,Germany,8,2,4,60,43,5,20,17,5,0,5399.62
2012,December,International,Francesco,NA,Germany,F,55,Germany,8,6,1,64,43,10,26,20,4,4,5399.62
2010,January,Club,Francesco,Dortmund,NA,F,55,Germany,8,0,3,76,31,8,23,19,1,1,6360.00
2010,February,Club,Francesco,Dortmund,NA,F,55,Germany,8,4,3,50,50,4,29,29,4,4,6360.00
2010,March,Club,Francesco,Dortmund,NA,F,55,Germany,8,6,3,75,49,0,22,30,4,4,6360.00
2010,April,Club,Francesco,Dortmund,NA,F,55,Germany,8,3,2,62,37,4,29,26,4,4,6360.00
2010,May,Club,Francesco,Dortmund,NA,F,55,Germany,8,5,2,64,45,7,25,15,1,1,6360.00
2010,June,Club,Francesco,Dortmund,NA,F,55,Germany,8,5,1,71,50,4,20,12,6,6,6360.00
2010,July,Club,Francesco,Dortmund,NA,F,55,Germany,8,4,3,77,50,3,14,18,7,6,6360.00
2010,August,Club,Francesco,Dortmund,NA,F,55,Germany,8,2,5,65,41,2,19,30,7,7,6360.00
2010,September,Club,Francesco,Dortmund,NA,F,55,Germany,8,4,1,67,41,10,20,11,0,0,6360.00
2010,October,Club,Francesco,Dortmund,NA,F,55,Germany,8,6,5,59,49,6,30,22,7,7,6360.00
2010,November,Club,Francesco,Dortmund,NA,F,55,Germany,8,6,8,72,48,8,23,23,4,4,6360.00
2010,December,Club,Francesco,Dortmund,NA,F,55,Germany,8,3,7,61,43,1,23,29,7,7,6360.00
2011,January,Club,Francesco,Dortmund,NA,F,55,Germany,8,7,2,70,35,7,18,15,6,2,5399.62
2011,February,Club,Francesco,Dortmund,NA,F,55,Germany,8,9,8,70,49,9,22,14,8,5,5399.62
2011,March,Club,Francesco,Dortmund,NA,F,55,Germany,8,11,1,57,49,9,22,10,10,6,5399.62
2011,April,Club,Francesco,Dortmund,NA,F,55,Germany,8,11,5,77,35,9,27,29,9,4,5399.62
2011,May,Club,Francesco,Dortmund,NA,F,55,Germany,8,12,6,66,36,1,16,27,9,5,5399.62
2011,June,Club,Francesco,Dortmund,NA,F,55,Germany,8,8,6,78,40,7,30,19,5,5,5399.62
2011,July,Club,Francesco,Dortmund,NA,F,55,Germany,8,12,7,69,30,2,19,20,10,2,5399.62
2011,August,Club,Francesco,Dortmund,NA,F,55,Germany,8,22,8,70,37,8,13,18,10,8,5399.62
2011,September,Club,Francesco,Dortmund,NA,F,55,Germany,8,13,6,71,50,5,18,30,8,3,5399.62
2011,October,Club,Francesco,Dortmund,NA,F,55,Germany,8,11,2,77,37,0,14,20,7,7,5399.62
2011,November,Club,Francesco,Dortmund,NA,F,55,Germany,8,6,5,55,39,6,19,22,3,3,5399.62
2011,December,Club,Francesco,Dortmund,NA,F,55,Germany,8,6,6,66,49,2,14,30,3,2,5399.62
2012,January,Club,Francesco,Swanswa City,NA,F,55,Germany,8,11,8,75,45,2,16,16,7,7,3136.62
2012,February,Club,Francesco,Swanswa City,NA,F,55,Germany,8,6,6,77,42,7,20,28,3,2,3136.62
2012,March,Club,Francesco,Swanswa City,NA,F,55,Germany,8,6,4,68,36,3,28,13,6,2,3136.62
2012,April,Club,Francesco,Swanswa City,NA,F,55,Germany,8,5,7,70,37,8,30,15,1,1,3136.62
2012,May,Club,Francesco,Swanswa City,NA,F,55,Germany,8,5,4,59,50,8,10,21,2,1,3136.62
2012,June,Club,Francesco,Swanswa City,NA,F,55,Germany,8,7,8,62,49,8,13,14,4,3,3136.62
2012,July,Club,Francesco,Swanswa City,NA,F,55,Germany,8,6,7,67,33,9,22,17,8,2,3136.62
2012,August,Club,Francesco,Swanswa City,NA,F,55,Germany,8,5,8,64,49,3,12,12,1,1,3136.62
2012,September,Club,Francesco,Swanswa City,NA,F,55,Germany,8,6,6,67,38,10,30,13,6,2,3136.62
2012,October,Club,Francesco,Swanswa City,NA,F,55,Germany,8,13,8,54,30,3,22,23,9,9,3136.62
2012,November,Club,Francesco,Swanswa City,NA,F,55,Germany,8,6,3,74,33,1,19,18,4,2,3136.62
2012,December,Club,Francesco,Swanswa City,NA,F,55,Germany,8,5,2,69,39,1,23,30,5,1,3136.62
2010,January,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,7,1,79,34,9,19,19,0,0,18046.47
2010,February,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,7,8,77,32,5,30,20,0,0,18046.47
2010,March,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,7,5,68,30,5,22,18,0,0,18046.47
2010,April,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,7,2,59,33,14,18,11,0,0,18046.47
2010,May,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,7,5,68,35,4,28,19,0,0,18046.47
2010,June,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,10,7,62,45,10,30,14,5,3,18046.47
2010,July,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,7,4,78,49,13,25,28,0,0,18046.47
2010,August,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,7,2,57,31,12,30,21,0,0,18046.47
2010,September,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,10,2,74,47,7,15,22,4,3,18046.47
2010,October,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,7,2,72,31,11,13,29,0,0,18046.47
2010,November,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,9,7,51,46,12,28,16,4,2,18046.47
2010,December,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,7,5,67,37,14,27,10,0,0,18046.47
2011,January,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,9,6,57,36,0,20,15,5,3,15000.00
2011,February,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,9,2,64,45,6,19,11,3,1,15000.00
2011,March,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,5,6,60,44,2,16,10,4,3,15000.00
2011,April,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,4,4,78,44,4,29,14,4,2,15000.00
2011,May,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,3,6,60,37,0,18,26,2,1,15000.00
2011,June,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,3,5,53,49,1,20,10,4,1,15000.00
2011,July,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,4,2,66,47,1,15,24,4,2,15000.00
2011,August,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,5,5,72,36,2,25,19,5,3,15000.00
2011,September,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,3,2,60,50,2,11,29,4,1,15000.00
2011,October,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,4,3,50,46,0,21,29,3,2,15000.00
2011,November,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,2,2,56,39,8,23,11,1,0,15000.00
2011,December,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,3,3,51,43,3,17,30,3,1,15000.00
2012,January,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,5,7,77,33,4,14,28,5,3,16046.47
2012,February,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,10,8,55,38,3,10,19,9,8,16046.47
2012,March,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,5,7,70,33,6,13,27,3,3,16046.47
2012,April,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,4,4,70,35,7,30,13,4,2,16046.47
2012,May,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,2,5,61,31,8,19,20,1,0,16046.47
2012,June,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,6,3,67,37,4,25,19,6,4,16046.47
2012,July,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,4,6,54,44,9,30,11,5,2,16046.47
2012,August,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,7,4,75,38,8,23,18,10,5,16046.47
2012,September,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,6,6,54,40,3,28,19,10,4,16046.47
2012,October,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,6,4,66,41,0,17,24,4,4,16046.47
2012,November,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,5,5,77,31,6,23,27,6,3,16046.47
2012,December,International,Frank Lampard,NA,Portugal,CAM,99,Portugal,8,2,2,75,47,2,18,10,1,0,16046.47
2010,January,Club,Frank Lampard,RCD Espanyol,NA,CAM,99,Portugal,8,0,7,56,37,10,22,20,1,1,15000.00
2010,February,Club,Frank Lampard,RCD Espanyol,NA,CAM,99,Portugal,8,0,1,58,50,9,30,14,3,3,15000.00
2010,March,Club,Frank Lampard,RCD Espanyol,NA,CAM,99,Portugal,8,5,8,75,31,2,23,22,0,0,15000.00
2010,April,Club,Frank Lampard,RCD Espanyol,NA,CAM,99,Portugal,8,7,4,53,44,9,20,11,3,2,15000.00
2010,May,Club,Frank Lampard,RCD Espanyol,NA,CAM,99,Portugal,8,5,2,58,30,4,17,21,0,0,15000.00
2010,June,Club,Frank Lampard,RCD Espanyol,NA,CAM,99,Portugal,8,8,4,61,38,1,23,28,3,3,15000.00
2010,July,Club,Frank Lampard,RCD Espanyol,NA,CAM,99,Portugal,8,3,7,58,41,8,12,23,2,2,15000.00
2010,August,Club,Frank Lampard,RCD Espanyol,NA,CAM,99,Portugal,8,0,5,71,37,9,16,30,2,2,15000.00
2010,September,Club,Frank Lampard,RCD Espanyol,NA,CAM,99,Portugal,8,6,8,72,39,8,19,12,8,5,15000.00
2010,October,Club,Frank Lampard,RCD Espanyol,NA,CAM,99,Portugal,8,2,6,63,45,0,18,10,8,6,15000.00
2010,November,Club,Frank Lampard,RCD Espanyol,NA,CAM,99,Portugal,8,6,3,72,47,4,14,13,10,8,15000.00
2010,December,Club,Frank Lampard,RCD Espanyol,NA,CAM,99,Portugal,8,8,5,69,49,9,23,26,5,5,15000.00
2011,January,Club,Frank Lampard,RCD Espanyol,NA,CAM,99,Portugal,8,7,3,78,47,7,21,20,1,0,16046.47
2011,February,Club,Frank Lampard,RCD Espanyol,NA,CAM,99,Portugal,8,10,4,76,46,10,13,26,8,5,16046.47
2011,March,Club,Frank Lampard,RCD Espanyol,NA,CAM,99,Portugal,8,11,1,58,38,10,16,29,8,1,16046.47
2011,April,Club,Frank Lampard,RCD Espanyol,NA,CAM,99,Portugal,8,5,1,70,31,5,30,27,4,2,16046.47
2011,May,Club,Frank Lampard,RCD Espanyol,NA,CAM,99,Portugal,8,4,3,76,46,0,16,23,3,1,16046.47
2011,June,Club,Frank Lampard,RCD Espanyol,NA,CAM,99,Portugal,8,11,4,51,35,5,21,30,7,3,16046.47
2011,July,Club,Frank Lampard,RCD Espanyol,NA,CAM,99,Portugal,8,5,5,65,35,1,16,21,4,4,16046.47
2011,August,Club,Frank Lampard,RCD Espanyol,NA,CAM,99,Portugal,8,9,4,72,34,7,20,11,8,5,16046.47
2011,September,Club,Frank Lampard,RCD Espanyol,NA,CAM,99,Portugal,8,7,2,50,31,8,16,27,3,1,16046.47
2011,October,Club,Frank Lampard,RCD Espanyol,NA,CAM,99,Portugal,8,14,7,56,31,1,28,10,10,8,16046.47
2011,November,Club,Frank Lampard,RCD Espanyol,NA,CAM,99,Portugal,8,9,5,64,40,4,13,24,2,1,16046.47
2011,December,Club,Frank Lampard,RCD Espanyol,NA,CAM,99,Portugal,8,9,8,57,36,0,21,17,6,4,16046.47
2012,January,Club,Frank Lampard,Barcelona,NA,CAM,99,Portugal,8,4,5,69,50,5,29,28,1,0,18046.47
2012,February,Club,Frank Lampard,Barcelona,NA,CAM,99,Portugal,8,13,4,53,39,0,15,27,9,9,18046.47
2012,March,Club,Frank Lampard,Barcelona,NA,CAM,99,Portugal,8,6,1,76,45,10,10,14,3,2,18046.47
2012,April,Club,Frank Lampard,Barcelona,NA,CAM,99,Portugal,8,5,6,61,49,9,23,11,6,1,18046.47
2012,May,Club,Frank Lampard,Barcelona,NA,CAM,99,Portugal,8,6,8,72,31,2,28,30,2,2,18046.47
2012,June,Club,Frank Lampard,Barcelona,NA,CAM,99,Portugal,8,7,5,55,44,0,30,14,3,3,18046.47
2012,July,Club,Frank Lampard,Barcelona,NA,CAM,99,Portugal,8,7,5,63,40,0,16,27,3,3,18046.47
2012,August,Club,Frank Lampard,Barcelona,NA,CAM,99,Portugal,8,8,2,67,44,6,10,17,10,4,18046.47
2012,September,Club,Frank Lampard,Barcelona,NA,CAM,99,Portugal,8,11,1,63,37,1,26,28,10,7,18046.47
2012,October,Club,Frank Lampard,Barcelona,NA,CAM,99,Portugal,8,6,3,75,38,4,24,12,7,2,18046.47
2012,November,Club,Frank Lampard,Barcelona,NA,CAM,99,Portugal,8,5,7,50,47,4,25,19,6,1,18046.47
2012,December,Club,Frank Lampard,Barcelona,NA,CAM,99,Portugal,8,5,5,57,39,8,13,24,4,1,18046.47
2010,January,International,Fredericka Cleveland,NA,Spain,CAM,73,Spain,8,7,6,80,46,10,23,12,0,0,15595.06
2010,February,International,Fredericka Cleveland,NA,Spain,CAM,73,Spain,8,7,4,53,38,3,11,28,0,0,15595.06
2010,March,International,Fredericka Cleveland,NA,Spain,CAM,73,Spain,8,11,4,68,48,11,24,26,5,4,15595.06
2010,April,International,Fredericka Cleveland,NA,Spain,CAM,73,Spain,8,7,8,74,39,9,14,30,0,0,15595.06
